,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
191,"Bright, spacious bedroom in comfy Brooklyn home",Chelsea,Brooklyn,Bushwick,40.69997,-73.91666,Private room,70,4,1,2017-08-21,1,55
192,DUMBO Brooklyn Authentic Loft,Cynthia,Brooklyn,DUMBO,40.70267,-73.98828,Private room,125,12,24,2018-10-28,1,0
193,Cozy Room in the Heart of Williamsburg,Sharif,Brooklyn,Williamsburg,40.71766,-73.94937,Private room,60,2,7,2018-10-15,3,0
194,Location Location!! 1 bed apt,Ronnie,Manhattan,West Village,40.73299,-74.00444,Entire home/apt,139,7,0,,1,0
195,Rare gem nestled in the heart of Bushwick,Marc,Brooklyn,Bushwick,40.70218,-73.93034,Entire home/apt,140,3,3,2019-04-28,1,0
196,Quiet Chelsea Studio w/Charm,Anastasia,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,2018-05-21,2,0
197,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #12,Red Awning,Manhattan,Midtown,40.754,-73.96531,Entire home/apt,675,28,6,2019-04-25,49,253
198,Light & Airy home 1 minute to subway,Ting Yi,Brooklyn,Bushwick,40.68658,-73.91418,Entire home/apt,140,3,15,2019-06-12,2,240
199,SWEET + SUNNY WILLIAMSBURG SANCTUARY,Kimberly,Brooklyn,Williamsburg,40.71134,-73.96059,Entire home/apt,200,3,0,,1,28
200,Bright and Spacious Apt in the Heart of Manhattan,Mk,Manhattan,Midtown,40.74264,-73.98361,Entire home/apt,199,3,14,2019-06-17,1,3
201,Modern West Soho Apartment,Rachel,Manhattan,SoHo,40.72591,-74.00395999999999,Entire home/apt,225,2,9,2019-04-30,1,6
202,Huge Room in Home with Backyard Near Metro,Armando,Bronx,Fordham,40.87031,-73.89322,Private room,79,3,98,2019-06-24,10,68
203,Private Specious Sunny Brooklyn Loft,Keiichiro,Brooklyn,Williamsburg,40.70593,-73.92818,Entire home/apt,125,3,0,,1,0
204,BK/NYC Apt near Prospect Prk,Taylor,Brooklyn,Kensington,40.644,-73.98091,Entire home/apt,85,7,3,2019-01-02,1,0
205,Charming 2brs w/ private garden in Carroll Gardens,Kremer,Brooklyn,Gowanus,40.67862,-73.9923,Entire home/apt,120,30,2,2018-11-01,2,342
206,Williamsburg nest with private bathroom,Kandi,Brooklyn,Williamsburg,40.70755,-73.94377,Private room,65,2,22,2019-06-29,3,173
207,Cozy 1 Bedroom in the Heart of Clinton Hill,Heather,Brooklyn,Clinton Hill,40.68165,-73.96006,Entire home/apt,110,3,15,2019-06-04,1,3
208,Amazing Brooklyn Townhouse Studio,Kwame,Brooklyn,Bedford-Stuyvesant,40.6898,-73.93746,Private room,99,7,0,,1,72
209,"Modern Oasis l -Prospect Park, Close to B/Q Subway",Jewel,Brooklyn,Flatbush,40.65034,-73.96342,Private room,62,1,167,2019-06-27,2,48
210,Beautiful Bright TriBeCa Loft - steps from Soho!,Jason,Manhattan,Tribeca,40.71989,-74.00668,Entire home/apt,290,2,4,2019-06-25,1,75
211,Amazing room at Brooklyn close to subway station,Vitória,Brooklyn,Bedford-Stuyvesant,40.67853,-73.91261999999999,Private room,58,2,3,2019-07-08,5,167
212,Queen-sized bed in sunny East Harlem private room,Amanda,Manhattan,East Harlem,40.79115,-73.94663,Private room,90,3,95,2019-06-18,1,175
213,BRIGHT SUNNY LOFT,Colin,Brooklyn,Bedford-Stuyvesant,40.68994,-73.95908,Private room,60,3,0,,1,0
214,Bright and Spacious Manhattan,Sheri,Manhattan,Harlem,40.82446,-73.95274,Private room,700,28,4,2016-10-03,1,22
215,Bedstuy/Bushwick - Fully Renovated One Bedroom,Jeremy,Brooklyn,Bedford-Stuyvesant,40.69,-73.93783,Entire home/apt,100,4,77,2019-06-16,2,100
216,Spacious room in central Brooklyn location,Andrea,Brooklyn,Bushwick,40.70463,-73.92428000000001,Private room,70,2,2,2017-09-04,1,0
217,Nice and cozy ✌ holiday apartment✿,Alex,Manhattan,Midtown,40.75869,-73.96725,Entire home/apt,195,5,12,2019-07-01,1,6
218,Room in a Historic Old Brownstone,Nazgol,Manhattan,Harlem,40.8096,-73.94099,Private room,90,1,0,,1,0
219,Large Lofted Brooklyn Studio,Christine,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93944,Entire home/apt,105,30,5,2018-12-31,1,363
220,Cozy bedroom in BUSHWICK by GATES stop J Train!!!,Jim&Daniela,Brooklyn,Bushwick,40.69048,-73.92258000000001,Private room,55,1,0,,2,276
221,Your Manhattan Home: 12 mins to NYC,Anting,Brooklyn,Greenpoint,40.73214,-73.95510999999999,Private room,119,1,0,,33,365
222,Private Bedroom in Queens at St. John's University,Andrew,Queens,Jamaica Estates,40.71987,-73.79816,Private room,35,2,30,2019-07-03,1,233
223,All in one place (A),Silvia,Brooklyn,East New York,40.6754,-73.88989000000001,Private room,75,3,71,2019-06-10,8,360
224,Modern & Hip Building-Lower East Side- Elevator!,Steve,Manhattan,Lower East Side,40.71467,-73.98985,Entire home/apt,209,3,0,,2,5
225,Large & Private Bedroom in Fort Greene,Waahid,Brooklyn,Fort Greene,40.69399,-73.97153,Private room,75,2,0,,1,0
226,Beautiful Apartment in Luxury building,Helen!,Manhattan,Hell's Kitchen,40.7689,-73.98993,Entire home/apt,225,3,8,2019-06-14,1,49
227,Beautiful Sunny Private Bedroom in Brooklyn (JMZ),Brigid,Brooklyn,Bedford-Stuyvesant,40.6939,-73.93239,Private room,50,6,2,2019-01-01,1,0
228,15% Discount - Cozy Room in LES with Backyard,Vince,Manhattan,Lower East Side,40.715,-73.98595999999999,Private room,80,1,22,2019-06-17,3,123
229,2-bedroom share in heart of Greenwich Village!,Susan,Manhattan,West Village,40.73854,-74.00820999999999,Private room,80,90,9,2019-06-30,1,338
230,Cozy 2 Bedroom by the Park !,Scott,Brooklyn,South Slope,40.66595,-73.97973,Entire home/apt,195,4,22,2019-06-25,1,67
231,Beautiful Brooklyn Brownstone next to Park,Louise,Brooklyn,Park Slope,40.66737,-73.9747,Entire home/apt,945,4,0,,1,19
232,Nice small room NYC (5 min from LaGuardia Airport),Jhon,Queens,East Elmhurst,40.76523,-73.86966,Private room,40,1,16,2017-11-20,1,0
233,Bedroom w full kitchen & living room - no stairs!,Ben,Brooklyn,Williamsburg,40.70992,-73.94698000000001,Private room,100,1,4,2019-06-02,3,365
234,ECO-CHIC PALLET DESIGN APARTMENT,Christian,Queens,Jackson Heights,40.74892,-73.88883,Entire home/apt,200,2,0,,1,364
235,Beautiful room,Elizabeth,Bronx,University Heights,40.85989,-73.91189,Private room,60,2,7,2019-01-01,2,156
236,Your Home Away From Home,Ashley,Bronx,Fordham,40.8689,-73.88552,Entire home/apt,98,2,30,2019-05-24,1,327
237,"Home sweet home
&(QTPOC artistic safe space)",Naomi,Brooklyn,Bedford-Stuyvesant,40.68804,-73.94591,Private room,40,1,16,2019-06-16,2,310
238,Comfortable Brooklyn room close to Manhattan!,Filipe,Brooklyn,Bedford-Stuyvesant,40.69549,-73.9416,Private room,77,2,0,,7,150
239,2 bedroom apartment & private backyard,Lauren,Queens,Astoria,40.76736,-73.91685,Entire home/apt,99,4,1,2017-07-09,1,0
240,Flatiron Designer Loft! Private Elevator! 3BR/2BA,Sam,Manhattan,Gramercy,40.73667,-73.98592,Entire home/apt,199,3,20,2019-06-16,1,123
241,Private room 2nd Fl near C&A line and 15mins JFK,Yvette,Brooklyn,Cypress Hills,40.68287,-73.87295,Private room,42,3,28,2018-01-01,2,355
242,Quiet Room in Unique Carroll Gardens,Kristan,Brooklyn,Carroll Gardens,40.67711,-73.99691999999999,Private room,50,2,2,2017-03-02,1,0
243,Gorgeous Central Park Sanctuary,Yinelda,Manhattan,Upper West Side,40.78544,-73.97062,Entire home/apt,150,4,0,,1,317
244,Spacious 2 BR Bedford Stuyvesant Bklyn NY,Alvin,Brooklyn,Bedford-Stuyvesant,40.68932,-73.94098000000001,Entire home/apt,200,2,77,2019-06-24,1,88
245,Well connected private room,Ercio,Brooklyn,Williamsburg,40.70627,-73.94946999999999,Private room,70,10,17,2018-03-13,1,0
246,NYC - Sunny Greenwich Village 1br,John,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,2013-05-31,1,0
247,"Small Basic Room in Great Area: Long Term, 2 beds!",Leo & Family,Queens,East Elmhurst,40.75602,-73.88110999999999,Private room,49,4,2,2018-12-13,1,355
248,SUPER HUGE ROOM IN GREENPOINT BK,Lauren,Brooklyn,Greenpoint,40.72503,-73.93909000000001,Private room,53,7,7,2016-03-09,2,0
249,Cozy Midtown East apt,Nael,Manhattan,Midtown,40.75287,-73.96708000000001,Entire home/apt,230,1,0,,1,0
250,LOFTED BED IN CONVERTED FACTORY LOFT NEAR 2 METROS,Blake And Madia,Brooklyn,Bushwick,40.70301,-73.92551999999999,Private room,63,2,0,,5,358
251,"Studio at Battery Park, Downtown Manhattan",Alex,Manhattan,Battery Park City,40.70417,-74.01709,Entire home/apt,115,1,12,2019-06-30,1,0
252,Greenpoint amazing private room,Hai-Hsin,Brooklyn,Greenpoint,40.73293,-73.95919,Private room,60,3,52,2019-05-05,2,0
253,"Bright and spacious, garden below!",Rachel,Manhattan,Upper West Side,40.80021,-73.96070999999999,Entire home/apt,195,4,4,2017-08-25,1,0
254,Crown Heights Comfort: Cozy Room & Warm Livingroom,Jason,Brooklyn,Crown Heights,40.67068,-73.95764,Private room,43,1,5,2018-01-01,1,0
255,urban cottage,Rosalyn,Queens,Astoria,40.7573,-73.92773000000001,Private room,75,1,0,,1,0
256,2 bedroom apt. in Manhattan-Gramercy apt building,Deborah,Manhattan,Gramercy,40.73521,-73.98147,Entire home/apt,155,20,25,2019-07-05,2,62
257,13ft Ceilings > Prime Historic Brownstone Brooklyn,Jack,Brooklyn,Clinton Hill,40.68575,-73.96311,Entire home/apt,200,2,6,2019-06-30,1,76
258,Cozy private room in the Upcoming Bronx,Cesar,Bronx,Concourse Village,40.83311,-73.9116,Private room,34,2,2,2018-12-26,1,0
259,Studio Apartment.,Jose,Queens,Ozone Park,40.67557,-73.85145,Private room,100,1,0,,1,0
260,BRAND NEW PRIVATE STUDIO 5 BLOCKS TO CENTRAL PARK!,Laila,Manhattan,Upper East Side,40.77172,-73.95427,Entire home/apt,125,30,5,2019-05-14,3,283
261,Spacious Midtown 1BR Apt - 4.5 Stars/21 Reviews,Buke,Manhattan,Midtown,40.76084,-73.96908,Entire home/apt,300,15,6,2018-11-07,2,98
262,Harlem Heights Pearl Suite,Keanna,Manhattan,Harlem,40.8252,-73.95189,Private room,100,1,13,2019-06-11,3,71
263,Sunny 2 bedroom in Central Brooklyn!,Lo,Brooklyn,Crown Heights,40.67648,-73.93814,Entire home/apt,200,5,14,2019-06-22,1,96
264,"Lovely room in East Williamsburg, NY",Megan,Brooklyn,Williamsburg,40.71238,-73.9379,Private room,63,2,0,,1,66
265,J-m-l train 20 mint to city 20 to jfk  clean 4/20,Khaled,Brooklyn,Bushwick,40.69812,-73.92134,Private room,130,2,6,2019-06-10,1,356
266,"Room in front of Prospect Park, 1 block to subway",Andres Mekos,Brooklyn,Prospect-Lefferts Gardens,40.65859,-73.96195999999999,Private room,40,6,10,2019-04-15,1,0
267,Cozy bedroom approx 5 minutes from JFK.,Kisha,Queens,Springfield Gardens,40.66601,-73.77638,Private room,92,1,0,,3,180
268,Elegant Spacious Family Townhouse,Ted And Diane,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499,30,64,2018-08-03,1,157
269,Spacious King size Apartment near Prospect Park,Rose,Brooklyn,Prospect-Lefferts Gardens,40.66248,-73.95427,Entire home/apt,130,3,36,2019-06-25,1,132
270,Big & Sunny room w/toilet in Williamsburg,Marcos,Brooklyn,Williamsburg,40.70698,-73.94295,Private room,110,1,3,2019-06-11,2,173
271,Private Spacious Bedroom in lush green Fort George,Aman,Manhattan,Washington Heights,40.85719,-73.93048,Private room,35,3,3,2019-06-14,1,5
272,"Your own private, fully furnished large room.",Paul,Manhattan,East Harlem,40.7963,-73.93087,Private room,65,7,0,,1,151
273,"2800 SQ FT Loft for Off-Sites, Events, & Shoots",Evelyn,Brooklyn,Clinton Hill,40.68567,-73.96271999999999,Entire home/apt,750,1,6,2019-06-14,1,365
274,Room steps from Times Square,Liza,Manhattan,Hell's Kitchen,40.75568,-73.99661,Private room,159,1,1,2018-12-30,1,189
275,Shared Apt living-room w/pull out click open couch,Elisa,Manhattan,Upper East Side,40.77156,-73.95716,Shared room,75,1,1,2018-10-22,1,365
276,Cute bedroom available near subway in Astoria!,Kerstin,Queens,Astoria,40.76529,-73.92304,Private room,53,2,14,2018-05-17,1,0
277,Private 1BR Apt 3min from Times Square,Logan,Manhattan,Hell's Kitchen,40.76494,-73.98874,Entire home/apt,250,1,0,,2,360
278,Sunny East Village Room Across from the Subway,Madison,Manhattan,East Village,40.72276,-73.98741,Private room,78,2,7,2019-07-06,1,1
279,Amazing Apartment | Skyline Views,Kyle,Manhattan,Murray Hill,40.74526,-73.97679000000001,Entire home/apt,150,30,1,2017-05-26,23,365
280,Sunny BK Bedroom with Private Bathroom and Balcony,Ashley,Brooklyn,Clinton Hill,40.689,-73.9613,Private room,90,3,0,,1,0
281,"Private room in SUNNY gorgeous apt in Brooklyn,NYC",Ahmed,Brooklyn,Flatbush,40.64528,-73.9612,Private room,95,6,2,2019-01-02,1,249
282,Greenpoint Creative's Apartment,Ariana,Brooklyn,Greenpoint,40.72471,-73.939,Entire home/apt,100,7,3,2019-06-10,1,6
283,In the Heart of Williamsburg,Al,Brooklyn,Williamsburg,40.71171,-73.95704,Entire home/apt,149,1,87,2019-06-16,1,151
284,Your private bedroom in the Upper East Side!,Sullivan,Manhattan,East Harlem,40.78747,-73.95276,Private room,150,3,18,2019-05-04,1,0
285,Best views in the city is here,Nikita,Brooklyn,Brooklyn Heights,40.69664,-73.99467,Entire home/apt,140,2,1,2019-06-10,1,0
286,Cozy Bedroom in a great location.,Linnette,Manhattan,East Harlem,40.78857,-73.94951999999999,Private room,100,3,20,2018-06-10,1,188
287,Cozy Room For Two/ Steps to Train/Coffee included!,Darryl,Manhattan,Harlem,40.82268,-73.953,Private room,54,2,26,2019-05-03,4,157
288,Bedr w Priv Bathr+Balc 15m frm city,Sonya,Queens,Astoria,40.76972,-73.9206,Private room,85,2,2,2015-08-25,1,0
289,Private Studio Apartment ,Kishorie,Queens,Jamaica,40.6852,-73.7962,Entire home/apt,89,1,352,2019-06-16,1,359
290,Stunning bedroom!! Walking to Central Park!!!,Haley,Manhattan,Harlem,40.81226,-73.94349,Private room,80,3,0,,3,187
291,Bright room in newly renovated duplex apartment,Jenni,Brooklyn,Red Hook,40.67634,-74.01009,Private room,99,2,1,2019-06-30,3,8
292,The real deal 2 blox away from CP!,Miklos,Manhattan,Harlem,40.8022,-73.95737,Private room,99,4,2,2015-10-26,1,0
293,Sonder | The Nash | Modern Studio + Rooftop,Sonder (NYC),Manhattan,Murray Hill,40.74915,-73.97556999999999,Entire home/apt,172,29,2,2019-05-30,327,338
294,Full apartment,Nany,Manhattan,East Harlem,40.78442,-73.94722,Entire home/apt,110,5,70,2019-06-28,2,310
295,Brownstone apt in Bklyn w/ gorgeous natural light,Whitney,Brooklyn,Bedford-Stuyvesant,40.6837,-73.93325,Entire home/apt,125,2,4,2017-01-02,1,0
296,Amazing one bedroom for a getaway in Brooklyn,Akeema,Brooklyn,Flatbush,40.63919,-73.95219,Private room,38,1,2,2018-11-26,1,238
297,Spacious 1 BR Upper East Side,Corporate Housing,Manhattan,Upper East Side,40.78002,-73.95284000000001,Entire home/apt,125,30,8,2019-05-31,91,343
298,Spacious Bedroom with King Bed in Light-Filled Apt,Jill Laurie,Manhattan,Upper West Side,40.80272,-73.96916,Private room,80,5,3,2019-04-30,1,188
299,Resort-like living in Williamsburg,Vishal,Brooklyn,Williamsburg,40.71647,-73.93974,Entire home/apt,290,30,1,2013-09-24,1,0
300,STUDIO IN VILLAGE CHARM~PERRY STREET!,Pranjal,Manhattan,West Village,40.73485,-74.00313,Entire home/apt,188,30,0,,65,326
301,"Large BR in beautiful 2BR artist loft, best of NYC",Diana,Brooklyn,Bushwick,40.69898,-73.92266,Private room,50,7,1,2019-05-24,2,55
302,Two bedroom apartment with all amenities,Jessica Rose,Manhattan,Harlem,40.82299,-73.95461,Entire home/apt,200,5,0,,2,39
303,4 bedroom 2Bath apt Maspeth Queens,Mike,Queens,Maspeth,40.72509,-73.89686999999999,Entire home/apt,200,4,24,2019-06-01,2,157
304,Sunny One-Bedroom Apartment in Brooklyn,Danny,Brooklyn,Crown Heights,40.66939,-73.95832,Entire home/apt,150,3,2,2018-01-02,1,0
305,Artistic pad in East Williamsburg!,Jack,Brooklyn,Bushwick,40.69968,-73.92645,Entire home/apt,179,7,117,2019-06-26,2,137
306,Peaceful Private Room In Warm Brooklyn Apt,Ryan,Brooklyn,Prospect Heights,40.678340000000006,-73.96685,Private room,37,180,0,,1,0
307,"Luxury bedroom in a Cozy, Relaxed NYC Atmosphere!",Saphira,Manhattan,Upper West Side,40.80288,-73.96396,Private room,120,5,11,2019-05-23,2,134
308,Huge and Bright Apartment on Wall Street,Dennis,Manhattan,Financial District,40.70485,-74.00752,Entire home/apt,360,3,3,2019-07-06,1,243
309,Home away from home.,Peggy,Brooklyn,Flatlands,40.62468,-73.94532,Private room,46,2,4,2017-08-12,1,4
310,Jolly Bedroom! 3 minute walk to Astoria Ditmars!,Claire,Queens,Ditmars Steinway,40.77233,-73.911,Private room,75,3,2,2017-12-04,1,0
311,Private RM in Heart of East Village,Natasha,Manhattan,East Village,40.72896,-73.9843,Private room,99,1,4,2015-10-24,1,0
312,Artsy Brooklyn Gem-1 min to subway & Prospect Park,Kristiina,Brooklyn,Prospect-Lefferts Gardens,40.65421,-73.96155,Shared room,47,2,10,2018-11-04,1,0
313,Metro Retreat  - - Harlem,Glenda,Manhattan,Harlem,40.82153,-73.94651,Private room,58,1,194,2019-06-22,3,307
314,East Village/Lower East Side Artsy Flat,Kai Chieh,Manhattan,Lower East Side,40.72026,-73.98468000000001,Shared room,68,1,5,2018-03-09,2,0
315,★★ Spacious Single House | Close to Everything! ★★,J.C & Johanna,Brooklyn,Williamsburg,40.70984,-73.96366,Entire home/apt,260,1,24,2019-07-05,1,45
316,Times Square Two Bedroom,Ziv,Manhattan,Hell's Kitchen,40.764520000000005,-73.99439,Entire home/apt,200,4,107,2019-06-26,1,203
317,Magical Room In the heart of Greenwich Village,Nickolas,Manhattan,Greenwich Village,40.73081,-74.00089,Private room,200,7,0,,1,15
318,Private Room in 4 Bedroom Apartment in Upper West,Zhou,Manhattan,Upper West Side,40.80131,-73.96596,Private room,37,50,0,,1,1
319,温馨的家,Fang,Queens,Bayside,40.76898,-73.78855,Private room,48,1,7,2019-06-21,3,244
320,Spacious bedroom in shared 3 bdrm,Cassandra,Brooklyn,Prospect-Lefferts Gardens,40.65433,-73.96117,Private room,55,3,0,,2,0
321,Must Love Dogs and Tribeca NYC,Robert,Manhattan,Tribeca,40.71844,-74.00901,Private room,200,1,0,,1,0
322,Artsy Studio near The Brooklyn Museum,David,Brooklyn,Crown Heights,40.6766,-73.95987,Entire home/apt,75,3,21,2019-04-08,1,0
323,Clinton Hill Apartment,Ali,Brooklyn,Clinton Hill,40.68538,-73.96479000000001,Private room,65,14,6,2017-06-21,1,0
324,Spacious fully furnished studio apartment,Bridge,Manhattan,Upper East Side,40.75988,-73.96115,Entire home/apt,100,30,5,2019-04-30,8,229
325,PRIVET ROOM FOR YOUR VACATION NEAR Central Park !!,Anna,Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,2019-05-24,1,270
326,Lavish 1BR in FiDi + city views,Kara,Manhattan,Financial District,40.705740000000006,-74.00809,Entire home/apt,239,30,2,2018-06-10,121,186
327,URBAN CHIC VIDEO/PHOTO SHOOTS ONLY,Krystal,Brooklyn,Bedford-Stuyvesant,40.68172,-73.93236,Entire home/apt,500,1,11,2015-10-20,1,365
328,Photography Location,Jessica,Brooklyn,Clinton Hill,40.69127,-73.96563,Entire home/apt,4500,1,5,2018-12-29,11,365
329,Spacious Attic Room,Carly,Brooklyn,Midwood,40.61609,-73.95893000000001,Private room,35,1,2,2018-01-02,1,0
330,Hamilton Heights sun filled spacious master BR,Mykola,Manhattan,Harlem,40.82094,-73.95366,Private room,49,16,1,2017-08-21,1,0
331,Spacious warm clean private room in the Brooklyn,Zhansaya,Brooklyn,Gravesend,40.60653,-73.97725,Private room,50,1,0,,2,0
332,Your Own Private Room To Sleep In! BEAUTIFUL!,Rob,Brooklyn,Prospect-Lefferts Gardens,40.65763,-73.96029,Private room,64,2,108,2019-06-16,2,296
333,Bright Brooklyn Heights One Bedroom Apt,Lee,Brooklyn,Brooklyn Heights,40.69109,-73.99654,Entire home/apt,200,1,0,,1,0
334,Fabulous Room in East Willamsburg!,Deona,Brooklyn,Bushwick,40.697790000000005,-73.92282,Private room,95,1,1,2019-05-19,1,89
335,Home away from Home.,Indira,Queens,Richmond Hill,40.68243,-73.82668000000001,Entire home/apt,120,2,5,2019-07-06,1,356
336,Cozy shared place by Central Park Manhattan,Abraham,Manhattan,East Harlem,40.80033,-73.94201,Shared room,49,2,60,2019-06-22,9,109
337,15 min to NYC-CITY VIEWS FROM ROOM! Safe/warm home,Laura,Brooklyn,Bedford-Stuyvesant,40.69055,-73.95394,Private room,58,1,16,2019-01-18,2,8
338,Cozy Williamsburg,Bil,Brooklyn,Williamsburg,40.71374,-73.96336,Private room,68,2,0,,1,0
339,Central Park Loft,Abe,Manhattan,Upper West Side,40.78687,-73.97189,Entire home/apt,175,2,17,2019-06-20,1,27
340,Big private room in huge artsy Williamsburg loft,Chris,Brooklyn,Williamsburg,40.7116,-73.94431999999999,Private room,90,2,13,2019-06-10,2,7
341,Sonder | The Biltmore | Bright 1BR + Workspace,Sonder (NYC),Manhattan,Theater District,40.76118,-73.98628000000001,Entire home/apt,154,29,0,,327,343
342,Skyline view 1BR condo with balcony,Jake,Brooklyn,Bushwick,40.70044,-73.93472,Entire home/apt,150,3,0,,1,17
343,Sonder | Stock Exchange | Classic Studio + Lounge,Sonder (NYC),Manhattan,Financial District,40.70796,-74.01205999999999,Entire home/apt,196,2,9,2019-06-18,327,318
344,Cozy Room in the heart of Hell’s Kitchen!,Alyssa,Manhattan,Hell's Kitchen,40.76322,-73.99354,Private room,66,2,0,,1,0
345,Lefferts Apt in Brownstone @ Park,Tim,Brooklyn,Prospect-Lefferts Gardens,40.65597,-73.95806999999999,Entire home/apt,95,2,77,2019-06-18,2,83
346,Luxe Tuscan Suite Private Room,Anne,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,2019-06-22,2,16
347,Honey and milk - A creative studio apartment.,Georges,Manhattan,Hell's Kitchen,40.76043,-73.995,Private room,110,3,94,2019-06-24,1,26
